id,frame,label,x_est,y_est,vx_est,vy_est
1,97,ped,6.16293336786401,4.59018416027891,1.3100147524516557,0.5282488075387879
1,98,ped,6.20664423714835,4.60781007978304,1.3100147524516557,0.5282488075387879
1,99,ped,6.256733342439872,4.59990923470656,1.3154170663139464,0.5066278461949364
1,100,ped,6.2949372212145205,4.59968699707166,1.303539202738163,0.47085851638918497
1,101,ped,6.33683429384971,4.600888030230287,1.2984279082066756,0.4244396985020469
1,102,ped,6.375674246450112,4.5905617875960765,1.281078817475442,0.32969777679488427
1,103,ped,6.403157023814555,4.583910533490652,1.2181007016558905,0.2568595028288705
1,104,ped,6.439998108623652,4.5767865909673455,1.202424712692478,0.19216526304176712
1,105,ped,6.466569264951289,4.558928248087778,1.148432428818866,0.09545475184053286
1,106,ped,6.501832265720409,4.54382381895699,1.1368396290151297,0.026083650052085364
1,107,ped,6.537105285093886,4.532266345567787,1.1272952154033242,-0.01851610182927329
1,108,ped,6.5662189096236565,4.526390982318386,1.0984576705251463,-0.03635207170536582
1,109,ped,6.602081059872979,4.524744319847886,1.0959199989452173,-0.03774569367082444
1,110,ped,6.634121348301992,4.517911184508025,1.0820937551759018,-0.05476890365152472
1,111,ped,6.672351377267696,4.515970130730684,1.088286984616976,-0.055100110739199105
1,112,ped,6.714729514966729,4.514477872111465,1.105248909248593,-0.05413185071094347
1,113,ped,6.759898666969512,4.516077824382754,1.1275901337680103,-0.04495311290952321
1,114,ped,6.798956456150246,4.505762167878918,1.13133056297291,-0.0679507024051559
1,115,ped,6.844839954845142,4.50923719329542,1.1519628313909478,-0.053386360303348576
1,116,ped,6.8880081197460665,4.508529942006248,1.163675552856899,-0.05072721119401552
1,117,ped,6.928595273512987,4.505918537716971,1.1679420506867924,-0.05295561631074407
1,118,ped,6.972816671940688,4.506770016034562,1.1804580305163728,-0.04671450346032225
1,119,ped,7.008984573841536,4.501905746281075,1.1728939768348645,-0.05447933698770041
1,120,ped,7.047596223446933,4.496123855340472,1.1716780725253986,-0.06367857947244232
1,121,ped,7.0830909007777665,4.489494084389371,1.1634066778291563,-0.07402835652748312
1,122,ped,7.119152154869896,4.4768963159493405,1.1571233649739179,-0.09710316617246112
1,123,ped,7.153632953536461,4.468364328976418,1.1477806830902286,-0.10907849964263701
1,124,ped,7.195020090270207,4.460224581552408,1.154733157466734,-0.11920551194535951
1,125,ped,7.236339000181756,4.455287524774157,1.1609817018232085,-0.12135512681931553
1,126,ped,7.275727395755811,4.444361324305297,1.1624330958619367,-0.13670451773172018
1,127,ped,7.3111822859689255,4.434093563407634,1.1550188608078673,-0.1494034067517234
1,128,ped,7.354409684114273,4.4263203660642585,1.1654270541382645,-0.15559317738889683
