frame,id,x_c,y_c,x_1,y_1,x_2,y_2,type
107,1,34.6035975250109,11.253824914432599,34.3701145159861,11.240838370815101,34.8370805340357,11.266811458050098,veh
108,1,34.5284622112352,11.2535562717375,34.2950307227273,11.235096286542401,34.7618936997432,11.272016256932499,veh
109,1,34.4710603820328,11.243082886666,34.237562039520895,11.2290904662906,34.7045587245448,11.257075307041301,veh
110,1,34.420290592698,11.240684729273699,34.186205897637,11.221932794483099,34.6543752877591,11.2594366640643,veh
111,1,34.356966357413896,11.2429031781964,34.1223646171658,11.223848867038901,34.5915680976621,11.2619574893539,veh
112,1,34.3036849428819,11.2291364667521,34.0690997627998,11.214892270517499,34.5382701229639,11.2433806629866,veh
113,1,34.2406342570088,11.228837157082697,34.0060067565022,11.2146058409773,34.4752617575154,11.243068473188,veh
114,1,34.171796099741,11.220830930095598,33.9321018017364,11.2062963176142,34.4114903977457,11.235365542577,veh
115,1,34.112197288498,11.2216350181624,33.877364932602894,11.2064011986664,34.3470296443931,11.2368688376584,veh
116,1,34.04470909144,11.214085729092801,33.8102410591999,11.1980235946202,34.2791771236802,11.230147863565302,veh
117,1,33.9913908765388,11.211758719080999,33.7571062328051,11.1998820132643,34.2256755202724,11.2236354248976,veh
118,1,33.9216566302812,11.1978110724881,33.682557271578496,11.180563046118401,34.160755988984,11.215059098857902,veh
119,1,33.8590469354989,11.198844242853198,33.6201757390852,11.1809414765816,34.0979181319127,11.216747009124699,veh
120,1,33.795473071043894,11.2011611327634,33.5568459837458,11.182455198434301,34.034100158342,11.2198670670926,veh
121,1,33.720998937234604,11.200806622540199,33.4825938788306,11.185439708375599,33.9594039956386,11.216173536704801,veh
122,1,33.6638252703212,11.205999154633,33.425460078983804,11.190020127660802,33.9021904616586,11.2219781816051,veh
123,1,33.604844091941104,11.2054885495104,33.367332669168896,11.188577553188601,33.842355514713205,11.2223995458323,veh
124,1,33.548956597930896,11.213303107908,33.3127196946116,11.1943711579781,33.7851935012501,11.2322350578379,veh
125,1,33.4723615361773,11.2013659881519,33.2380002250078,11.185293733577799,33.7067228473468,11.217438242725999,veh
126,1,33.3877016735157,11.2021464626485,33.1547246695673,11.1842357229636,33.620678677464106,11.2200572023334,veh
127,1,33.327739151957104,11.2005379798451,33.0912673396146,11.185907073064302,33.5642109642997,11.2151688866259,veh
128,1,33.2633397325532,11.1988414828255,33.0276566747903,11.182287756754501,33.4990227903161,11.215395208896501,veh
129,1,33.197240749432204,11.2037966525369,32.9628806649417,11.184812875420402,33.4316008339227,11.222780429653401,veh
130,1,33.1157690254215,11.196078081768999,32.882799381546896,11.1801564020389,33.348738669296104,11.2119997614992,veh
131,1,33.0489291282007,11.193023957796,32.8119598975347,11.1753312602985,33.2858983588668,11.2107166552934,veh
132,1,32.9793334966672,11.193882019737599,32.743018085893695,11.1794148745997,33.2156489074406,11.2083491648755,veh
133,1,32.9081161955313,11.1855047223612,32.6727882613311,11.1686366598034,33.1434441297315,11.202372784919,veh
134,1,32.8355458674882,11.1861159151595,32.6013207176847,11.167655929964399,33.0697710172916,11.2045759003545,veh
135,1,32.7676786266275,11.172404404268901,32.5350788264633,11.1565826988751,33.0002784267918,11.1882261096628,veh
136,1,32.6902537165488,11.173199292243499,32.4544492175675,11.154420063845699,32.92605821553,11.191978520641198,veh
137,1,32.6212597710514,11.158579425573402,32.3871192620971,11.1433253658743,32.8554002800058,11.1738334852725,veh
138,1,32.552526494835895,11.1612563457623,32.3192164475463,11.143756543533302,32.7858365421255,11.1787561479912,veh
139,1,32.483351000850604,11.1489251553861,32.2517993978688,11.1341215935398,32.7149026038324,11.163728717232402,veh
140,1,32.402572963799,11.161318293050401,32.1680895980717,11.1407106996434,32.6370563295263,11.1819258864574,veh
141,1,32.3415456848919,11.1551689513587,32.110043149069,11.137407253169,32.5730482207148,11.1729306495484,veh
142,1,32.265779858124105,11.1463893032792,32.0311198506247,11.1330973165974,32.5004398656235,11.159681289960899,veh
143,1,32.1931739563908,11.1442300416169,31.9593566773458,11.124813553492698,32.4269912354357,11.163646529741198,veh
144,1,32.1219486818416,11.1392846853372,31.8898088862922,11.118443409585801,32.3540884773909,11.1601259610886,veh
145,1,32.053609169576305,11.133893124581098,31.8232725921173,11.115415352541001,32.283945747035396,11.152370896621301,veh
146,1,31.984535489945802,11.1179104175721,31.7508776791673,11.0968906600301,32.2181933007242,11.138930175114,veh
147,1,31.906410146173396,11.1192655911675,31.670608713889603,11.1057448288573,32.1422115784572,11.1327863534777,veh
148,1,31.834942602526997,11.1199322911893,31.600266034861498,11.103986997888901,32.069619170192496,11.135877584489698,veh
149,1,31.761690240974897,11.1094785329814,31.528286966083304,11.090521742802201,31.9950935158665,11.1284353231605,veh
150,1,31.670430232098997,11.1221010596136,31.4336094295887,11.105509919833901,31.9072510346094,11.1386921993933,veh
151,1,31.5955776678266,11.1113065913209,31.3602601603977,11.091707328029699,31.830895175255606,11.1309058546121,veh
152,1,31.5209612392565,11.1065470769056,31.2879376215071,11.090029231194599,31.753984857005896,11.1230649226166,veh
153,1,31.450203329396,11.0969038468291,31.2135309550414,11.082647077135,31.6868757037507,11.1111606165231,veh
154,1,31.3795889409754,11.083031947662802,31.1442873803731,11.065176715201499,31.6148905015777,11.1008871801242,veh
155,1,31.3029834524505,11.0950034144301,31.0695065768206,11.0790774413236,31.5364603280805,11.1109293875367,veh
156,1,31.216327169760397,11.0833370840573,30.9846743657633,11.0636366197508,31.4479799737575,11.1030375483638,veh
157,1,31.154933113840297,11.087517912667101,30.920591429534397,11.069062220848501,31.3892747981462,11.1059736044857,veh
158,1,31.087723372909302,11.0931456091255,30.8546402612296,11.072106224719999,31.3208064845889,11.114184993531001,veh
159,1,31.0097617907798,11.086175312531099,30.778180134163104,11.0666113162604,31.241343447396396,11.105739308801901,veh
160,1,30.933993510654002,11.0873964714488,30.7040752307248,11.0693799307025,31.1639117905833,11.1054130121951,veh
161,1,30.8568409233072,11.0803216004719,30.6192282995198,11.0641800385359,31.094453547094698,11.096463162408,veh
162,1,30.7822073212315,11.071840955392098,30.5471179760915,11.051812661129999,31.017296666371497,11.0918692496541,veh
163,1,30.7050952142908,11.068762911178998,30.471342335892,11.0496684262852,30.9388480926897,11.0878573960729,veh
164,1,30.6329585172647,11.064025783655,30.395689363589696,11.0467967708094,30.8702276709397,11.0812547965007,veh
165,1,30.5550460022941,11.059029213528198,30.3192709436082,11.037589318438,30.79082106098,11.0804691086184,veh
166,1,30.480655895994502,11.044610215539999,30.246804883277804,11.028760909869302,30.7145069087112,11.060459521210802,veh
167,1,30.4042019023229,11.038953078786198,30.1712402318616,11.019447963106199,30.6371635727841,11.0584581944663,veh
168,1,30.3395553071059,11.0327108161623,30.107537566114303,11.0152588544134,30.571573048097402,11.0501627779113,veh
169,1,30.273510297859698,11.025443049917,30.0371163796319,11.008938391005001,30.5099042160874,11.0419477088291,veh
170,1,30.1841841483848,11.0192339076254,29.9484005029461,10.9990446117482,30.4199677938234,11.0394232035026,veh
171,1,30.1215315198384,11.0159031675439,29.886164945250503,10.997004644616,30.356898094426302,11.034801690471802,veh
172,1,30.0470463459184,11.011317228203401,29.8119508673836,10.9935809836024,30.282141824453202,11.0290534728043,veh
173,1,29.989006030310602,11.011815259866399,29.7544821841772,10.990507539435502,30.223529876444,11.033122980297302,veh
174,1,29.900249673218603,10.9957699922297,29.6664017271993,10.9766006799185,30.1340976192379,11.014939304540901,veh
175,1,29.8440941498528,10.9932059265064,29.610492152967602,10.9712302793747,30.077696146738,11.0151815736381,veh
176,1,29.777061664033297,10.992962737400001,29.538962048693598,10.978266509963902,30.015161279373004,11.007658964836098,veh
177,1,29.707868383202896,11.001078138815698,29.475661733649503,10.9835498163006,29.9400750327563,11.0186064613307,veh
178,1,29.6427832502531,11.001004844747,29.406290584368,10.980437731746099,29.879275916138102,11.021571957748,veh
179,1,29.5685611989728,10.9911935596512,29.3340563663635,10.9767448146979,29.8030660315821,11.0056423046045,veh
180,1,29.509554260334202,10.9866901144715,29.277095528251902,10.963377693928999,29.7420129924165,11.010002535014,veh
181,1,29.439937161918603,10.9760256741499,29.2041559698379,10.9542383222406,29.6757183539993,10.997813026059301,veh
182,1,29.3758818259666,10.971189492298802,29.1415340082658,10.955675989997001,29.6102296436674,10.9867029946007,veh
183,1,29.2963905751578,10.9547345138852,29.057762874520197,10.9349819157223,29.535018275795398,10.974487112048,veh
184,1,29.234337792629198,10.9599319526938,29.0017306323911,10.942792794083,29.4669449528673,10.977071111304701,veh
185,1,29.1641686886758,10.9491801114954,28.927121563894897,10.9334320068399,29.401215813456602,10.964928216150902,veh
186,1,29.101076909057102,10.9440016862109,28.8646259502571,10.9248771476822,29.337527867857105,10.963126224739499,veh
187,1,29.0337727138451,10.9361665809405,28.7978369602137,10.9134021792292,29.269708467476395,10.9589309826518,veh
188,1,28.9575941096029,10.9253359256181,28.7215951820044,10.9090149618822,29.1935930372013,10.941656889354,veh
