id,frame,label,x_est,y_est,vx_est,vy_est
1,62,ped,22.9609021515159,2.99297730309676,0.17643478675185834,1.6325727961958028
1,63,ped,22.9667891981209,3.04745086987006,0.17643478675185834,1.6325727961958028
1,64,ped,22.97516941936002,3.093302733796715,0.17854648532680348,1.625270284223444
1,65,ped,22.987937776049534,3.137879630966851,0.19277100036753075,1.6051098965221386
1,66,ped,22.998779472411357,3.186706019466608,0.2068776370615625,1.5899754922770744
1,67,ped,23.006524312833005,3.225611071081248,0.21013527191769404,1.5352421630986455
1,68,ped,23.01401920471291,3.269662665576788,0.21212980907942194,1.5056385267422667
1,69,ped,23.02058455399734,3.306120642981208,0.2100163174243139,1.4488351550501954
1,70,ped,23.026181933663622,3.337444844074799,0.20439715984035567,1.3810203973232702
1,71,ped,23.030922264218653,3.376052232069825,0.1965088351829415,1.3526767287606227
1,72,ped,23.035243488225113,3.4129826022336975,0.1884858194075866,1.323235002248762
1,73,ped,23.039889220851734,3.4515055402622146,0.18291060213859198,1.3041387175991421
1,74,ped,23.045664937233582,3.493935900543845,0.18185856891415247,1.3006541465938926
1,75,ped,23.049628186350358,3.538901569795995,0.1754301548525408,1.3054404989384378
1,76,ped,23.053133828675534,3.58309697388875,0.16858454282069654,1.3072982438038194
1,77,ped,23.0561197431975,3.6247410719444013,0.16120425246608333,1.3017721597280043
1,78,ped,23.05769497512917,3.6713898877887297,0.15095443574069542,1.3104303285900307
1,79,ped,23.058589632876668,3.7176133291711326,0.1401486848309277,1.3169487084013614
1,80,ped,23.060510811224667,3.7602479772515465,0.13316082127359452,1.3136322579314799
1,81,ped,23.06113084120459,3.804192895449202,0.12369573876136206,1.3139128717925332
1,82,ped,23.059661622005773,3.847162126035901,0.11012228384601239,1.3117986962915338
1,83,ped,23.05768607109608,3.8874677860906344,0.0966554143009141,1.303540399306183
1,84,ped,23.061888703786003,3.924259438849541,0.09895172482386617,1.287794465204874
1,85,ped,23.063475043015295,3.9642924675966036,0.09497100541841842,1.280980081487703
1,86,ped,23.07182852667532,4.004823297676693,0.10688205647945215,1.2758999954285983
1,87,ped,23.07757160334926,4.0464175646210885,0.11184159709168168,1.2736710349761298
1,88,ped,23.085413916002732,4.089077591503643,0.12114340622941967,1.2740372382507625
1,89,ped,23.09167746163476,4.1321136375355305,0.1261423515936869,1.275220094070732
1,90,ped,23.098315963291842,4.174764600449538,0.13158503333203572,1.2754465261556627
1,91,ped,23.106808540034823,4.217082879390569,0.14074072097536236,1.2749127160131735
1,92,ped,23.11155958645121,4.259228058004574,0.14086310148464626,1.2740349100361161
1,93,ped,23.11366833221847,4.303315202308666,0.13511003523535844,1.2775355224249418
1,94,ped,23.11407299878674,4.347790083780362,0.12601745582229118,1.2816297483125019
