id,frame,label,x_est,y_est,vx_est,vy_est
1,101,ped,19.0568926154425,4.4641080038656105,-1.2019482095650742,0.18559148337586948
1,102,ped,19.0167875700783,4.470300579220161,-1.2019482095650742,0.18559148337586948
1,103,ped,18.986810263677818,4.46588751031871,-1.193370097288303,0.17660858921544773
1,104,ped,18.95860954274893,4.463022603179972,-1.1691055983896508,0.1583179507949198
1,105,ped,18.929580004836275,4.453667979858918,-1.1371796752530108,0.11149217802807365
1,106,ped,18.885714516013294,4.451444187786281,-1.1600892850478897,0.08849605139545695
1,107,ped,18.838544365535885,4.448662325037277,-1.1950052457231752,0.06483299908324261
1,108,ped,18.798354795159216,4.4470702526900725,-1.196308606701877,0.049353140878834585
1,109,ped,18.76223336930116,4.44395211862804,-1.181184774878613,0.030366346106857556
1,110,ped,18.72045589746729,4.438146961684509,-1.1901560107134856,0.004504500586413593
1,111,ped,18.673604446735375,4.428994437439372,-1.2157789333815785,-0.028880628740789643
1,112,ped,18.63139090794619,4.4208351458305675,-1.221366331738827,-0.053291508081118905
1,113,ped,18.591062006081277,4.409726465287064,-1.220003722711616,-0.08327260614644841
1,114,ped,18.542388472359523,4.396735384594952,-1.2443336709697628,-0.11446387821641422
1,115,ped,18.49770282421273,4.385002122383104,-1.2535656189031708,-0.13753829813315213
1,116,ped,18.45934224500371,4.3694159964714245,-1.2438710882873785,-0.16829028951166203
1,117,ped,18.420963107014444,4.351529549066915,-1.2354507021162198,-0.2013580070105026
1,118,ped,18.37601545045885,4.338941127338429,-1.245167450016395,-0.21667048945392245
1,119,ped,18.334477325739282,4.32670143183906,-1.2451446128115402,-0.2293777395976975
1,120,ped,18.294626212083642,4.316085195446783,-1.2409475788300037,-0.23671255980612826
1,121,ped,18.25814075783515,4.305400722816569,-1.2290128384639638,-0.24346990862267326
1,122,ped,18.22146609840638,4.295605925210597,-1.218683945592026,-0.24745281186343515
1,123,ped,18.182556961347075,4.2855542594742735,-1.2145629995027412,-0.25166926306146764
1,124,ped,18.14394968098803,4.279578254755998,-1.2101104342853448,-0.24605013667184303
1,125,ped,18.105150151835975,4.275181527466538,-1.2064854776029532,-0.23728985780910306
1,126,ped,18.066164876211,4.267106871205389,-1.2035892728697835,-0.23764773976201511
1,127,ped,18.02649640983382,4.257540777515151,-1.2024774174716724,-0.2413511787356561
1,128,ped,17.992259096984505,4.245977767979645,-1.1892331217401835,-0.24924978482745047
1,129,ped,17.95695153620351,4.236275455773489,-1.1794362088294177,-0.252353966608853
1,130,ped,17.919106572923127,4.230000696024992,-1.1760682814581431,-0.24756531044478608
1,131,ped,17.877811482201633,4.215478350567903,-1.1806382693067914,-0.26150045729707566
1,132,ped,17.841782978517433,4.203708539072721,-1.173166629647149,-0.26825924373488613
1,133,ped,17.804379175911244,4.190682663319616,-1.1693091415397412,-0.27728854103998535
1,134,ped,17.775907607213945,4.180335863606011,-1.1459807448496362,-0.27971021773971744
1,135,ped,17.739448268274195,4.165021220105769,-1.1420513916805006,-0.29292763514207976
1,136,ped,17.711570181078372,4.14667359958895,-1.1194723010497585,-0.31185375546454996
1,137,ped,17.683894921659093,4.13230144448771,-1.0981253399890143,-0.32060316671864153
1,138,ped,17.652255278480677,4.115681213891162,-1.087100851586652,-0.3336591786613674
1,139,ped,17.624996019116892,4.092463721548324,-1.0672410834174473,-0.3602845252053288
1,140,ped,17.600573466935494,4.071615754431034,-1.0426009709964925,-0.37972407202969544
1,141,ped,17.575402481251608,4.050697387665684,-1.02142657254203,-0.39788443418432856
1,142,ped,17.544558194438295,4.024600608348339,-1.0143005729923502,-0.426105139455644
1,143,ped,17.51460788033482,3.996455593459102,-1.0057318274925429,-0.45675569230744517
1,144,ped,17.4881158544794,3.967072145704774,-0.990183858385444,-0.48787619790567294
1,145,ped,17.459603616326675,3.9397472184175597,-0.9802239488221666,-0.5121792578404254
1,146,ped,17.43491864970914,3.9074191586286218,-0.9625763486309504,-0.5457025959704869
1,147,ped,17.40884987760569,3.8716661347595833,-0.9492694528607338,-0.5842969468672603
1,148,ped,17.385108172314258,3.835024644674091,-0.9318213001541064,-0.6220106839786764
1,149,ped,17.365074652731412,3.801208666616648,-0.9074982220258256,-0.6507399847062665
1,150,ped,17.348646615101316,3.7688798372719843,-0.8770309826773512,-0.6740889116170975
1,151,ped,17.327582028934582,3.731758150076336,-0.8589980855283733,-0.7062650347995877
1,152,ped,17.306061845143446,3.6988901280503925,-0.8432909514097687,-0.7267239335929424
1,153,ped,17.2894610920651,3.666513818188235,-0.817917430466239,-0.7445997007015017
1,154,ped,17.269390890565656,3.6364409046017485,-0.8020364893574434,-0.7560976599552499
1,155,ped,17.250019140984996,3.612166528413022,-0.7857850230664227,-0.7539993421865682
1,156,ped,17.236102290967764,3.5828468472759756,-0.7587296791405596,-0.7631507925852539
1,157,ped,17.210033980282347,3.5618078947400464,-0.7603834983007177,-0.753419559711861
1,158,ped,17.182276084403806,3.5421456320930655,-0.7656316891552221,-0.7413748386661494
1,159,ped,17.15490286303331,3.52676322820699,-0.7696487741415728,-0.7208017744201953
1,160,ped,17.125103507273643,3.5115583082701205,-0.7787065928534161,-0.7013480984993994
1,161,ped,17.09661845364887,3.499040018944693,-0.7842093454318194,-0.6774135868229043
1,162,ped,17.070203339880504,3.488393070410789,-0.7847561390679539,-0.6511200117236635
1,163,ped,17.045591757738354,3.477905979677674,-0.7812965326783621,-0.6264043213188655
1,164,ped,17.01941488329942,3.4704853241126177,-0.7815331355653303,-0.5967586639361769
1,165,ped,16.99702414873322,3.460093074414263,-0.773426022187599,-0.5758234337117832
1,166,ped,16.967200099848423,3.453626568407844,-0.7822608943544774,-0.5477910627163903
1,167,ped,16.93697764929655,3.446963021885453,-0.7913236193855722,-0.5222490154689434
1,168,ped,16.912951761043058,3.4350945294055717,-0.7860940759787927,-0.5100277510014699
1,169,ped,16.87635968260223,3.4240060833698567,-0.8088833664980973,-0.49698782355389315
1,170,ped,16.847531948882303,3.4171421643498188,-0.8129253492962247,-0.4756143345966768
1,171,ped,16.822215178097814,3.4048643200554594,-0.8089495611742151,-0.4677153061068838
1,172,ped,16.78550813327828,3.3933346675529505,-0.8303145596132112,-0.45875050546433876
1,173,ped,16.753372970224277,3.384439262875172,-0.8400575154273833,-0.4446503971510043
1,174,ped,16.716582229888605,3.3732390037981728,-0.8593239066238381,-0.4366536832885824
1,175,ped,16.683040402169357,3.3616506566801325,-0.8700316730299079,-0.43009722658766564
1,176,ped,16.643173345421996,3.3484424752268027,-0.8938639090681386,-0.42758415004150624
