id,frame,label,x_est,y_est,psi_est,vel_est
1,53,veh,5.1148250764112,9.43597569626351,0.03299125659005788,0.9846515596250923
1,54,veh,5.137160276152024,9.43869722559997,0.03304192241382741,0.984380663489697
1,55,veh,5.165541671127707,9.444996707867498,0.03337999749860495,0.9841007210774093
1,56,veh,5.204454724332923,9.448332484385402,0.03356466522616725,0.9846940633092072
1,57,veh,5.243412793444635,9.447631453036495,0.03334766191958661,0.985402894666385
1,58,veh,5.275283684369472,9.446860906878998,0.033129034077652546,0.9852643700986072
1,59,veh,5.29869637542877,9.442202998005628,0.032439376664232876,0.9838887257347942
1,60,veh,5.320856459695466,9.447203061354466,0.03300826511116026,0.9822879918380922
1,61,veh,5.352631941212974,9.449023351777358,0.033114297307771136,0.9821342453990748
1,62,veh,5.394560085308663,9.444980571011577,0.03234393435443768,0.9836497347347531
1,63,veh,5.435069216200148,9.44468391214624,0.0321088201903091,0.9849960006297943
1,64,veh,5.471818316354571,9.4455656581652,0.03206381808815187,0.9857085923815839
1,65,veh,5.516876344383011,9.446933722774828,0.03205161155646687,0.9880264993176164
1,66,veh,5.550755970810521,9.446820659637845,0.031861945353187975,0.9882022010974647
1,67,veh,5.582452881225869,9.444925549066118,0.031391306459441014,0.9879262258016117
1,68,veh,5.6166218561882575,9.44460476651771,0.031160261986217498,0.9881744061869973
1,69,veh,5.6551041496847585,9.444696150587582,0.030972282695981703,0.9893685277824524
1,70,veh,5.698466188016842,9.443709084220966,0.03056840287031637,0.9916740851822406
1,71,veh,5.74804135114624,9.443592512663825,0.03027862725121007,0.9954647333035198
1,72,veh,5.79716083608115,9.44548075215381,0.03035019444139215,0.9992363828039601
1,73,veh,5.845212835357227,9.44559048955782,0.030100355087854087,1.002804307671902
1,74,veh,5.892828588682164,9.44480990294187,0.02968136868064489,1.0063172033811845
1,75,veh,5.940333000177216,9.444693983739521,0.029385927202725304,1.0098618542695592
1,76,veh,5.994478873109132,9.448449733219944,0.029811110183182245,1.0152196046520976
1,77,veh,6.052688986957495,9.450056269032432,0.029785402754534052,1.0217149921133224
1,78,veh,6.109718880770144,9.449948742290681,0.02941421365262135,1.0279546844703455
1,79,veh,6.156849375676392,9.449180834367867,0.02896154128974156,1.0315088226460447
1,80,veh,6.207827766984456,9.452217702623908,0.02929423823814646,1.0362211441224336
1,81,veh,6.261316764107322,9.45266585496744,0.029050207538044198,1.041680066855919
1,82,veh,6.321013325398091,9.453397063301097,0.028826588578321464,1.0490117398872338
1,83,veh,6.375707108007396,9.454386933210495,0.02869281455158972,1.0549048626432134
1,84,veh,6.4335359905985365,9.451207419986801,0.027575368970953303,1.0617543755821306
1,85,veh,6.494748507094615,9.450199398385463,0.026937695326816745,1.0697100233695676
1,86,veh,6.559052390099358,9.45089388260733,0.026684664413520798,1.078692340416836
1,87,veh,6.614831838020117,9.452284901028408,0.026658603583459225,1.0850046064387884
1,88,veh,6.681628893347095,9.45144926782983,0.02600683761256189,1.09488240080845
1,89,veh,6.746724790821098,9.452112892491384,0.025743108586758733,1.104246129292463
1,90,veh,6.814899405239127,9.44776897256789,0.02416912932493638,1.1146117438736927
1,91,veh,6.882378068084537,9.44510641317424,0.023035014216814503,1.1247777287670038
1,92,veh,6.952241666668385,9.443667115110054,0.022211543767763183,1.1357798553655472
1,93,veh,7.017932258337017,9.442130576529985,0.021389811550820103,1.1453494699251185
1,94,veh,7.088047460226339,9.442723435046254,0.021131047182006747,1.1564806340119673
1,95,veh,7.169566992599174,9.445855184663172,0.02152024640036373,1.1716496997202273
1,96,veh,7.247939792991237,9.450305358405096,0.022310619069706286,1.1856907769860474
1,97,veh,7.327762904623621,9.447534925599458,0.020987186958614804,1.2001761203938632
1,98,veh,7.40625849066116,9.445082515493384,0.019764094111483676,1.2141520650188737
1,99,veh,7.486793409466304,9.4479849046755,0.020149587312580108,1.2288847684396649
1,100,veh,7.569767399936653,9.448657925768295,0.01983941853443086,1.2444621942057843
1,101,veh,7.654617543580678,9.449341339778302,0.019523026793834518,1.2606896515445616
1,102,veh,7.741910381874922,9.449731878078222,0.01910110225741256,1.2777760347923117
1,103,veh,7.83587334328908,9.450010484296312,0.01860498785186101,1.2973310332477905
1,104,veh,7.933232347143311,9.450907733360248,0.01829667415933371,1.3181051417710758
1,105,veh,8.033125877791123,9.453711972051561,0.018616355055338023,1.3397707525170406
1,106,veh,8.135450877357492,9.448678087397928,0.016253040885475488,1.362211774246553
1,107,veh,8.235371949505929,9.447105938081906,0.015122852669647309,1.383606579978117
1,108,veh,8.343203677850468,9.451903183952515,0.01621291614350861,1.4080457790137413
1,109,veh,8.448854697381533,9.451993639562371,0.015630727026488354,1.4314288805259139
1,110,veh,8.563167846503664,9.457496267036028,0.016975884667788186,1.4581654526725503
1,111,veh,8.67741250084296,9.457880505980903,0.01641283058715218,1.4846531612490848
1,112,veh,8.79848701792501,9.459178945436049,0.016153137069654683,1.5137281647972312
1,113,veh,8.917316704294981,9.465158783988995,0.01770087273101579,1.5416951247636799
1,114,veh,9.038912397759015,9.467080512559791,0.01763046298181168,1.5705511743775842
1,115,veh,9.16435406825802,9.469798665411265,0.017838920520123595,1.600767253898468
1,116,veh,9.289882782211317,9.472963483344833,0.01821600038561711,1.6307678702262234
1,117,veh,9.413624928161845,9.469341251632562,0.01584641665948753,1.6597104577801198
1,118,veh,9.543010015794692,9.474270472161756,0.01699489625688885,1.690827657217692
1,119,veh,9.668348045425294,9.476650688658708,0.017100251262806856,1.7199328317738982
1,120,veh,9.802230595730332,9.4788826691466,0.01707873798886328,1.7523868860277434
1,121,veh,9.935738248978376,9.483995677819939,0.01827935170514159,1.7843895651911854
1,122,veh,10.070053218321265,9.489536748639186,0.019618705008928428,1.816426543161939
1,123,veh,10.208949724727571,9.494507494800912,0.020620815527563844,1.8501070432129578
1,124,veh,10.336953059927712,9.501032474656009,0.022340500252738142,1.878755414965832
1,125,veh,10.471030308142142,9.510584694307088,0.02525611967932603,1.909765601216162
1,126,veh,10.609858411261495,9.516756561588304,0.02650199402254683,1.9424841021519264
1,127,veh,10.749646517891598,9.525512827579258,0.028797983955062056,1.9752974885914987
1,128,veh,10.891806145119297,9.531007696920552,0.029490066018932927,2.0087550379650687
1,129,veh,11.030923872815105,9.540135839439658,0.03178382260157496,2.0405473833898147
1,130,veh,11.179325961018376,9.548199697858403,0.03335385771529434,2.0760642114748418
1,131,veh,11.324525595250217,9.557448650999248,0.03539974373533777,2.10977480825547
1,132,veh,11.470634952573262,9.572018584448253,0.03971713242678557,2.143579145024289
1,133,veh,11.619667145654878,9.57626163296472,0.03906476720030195,2.178130421607374
1,134,veh,11.773145554277903,9.583576811527022,0.039708701217272394,2.2143049444499425
1,135,veh,11.92443135124163,9.588877612063026,0.039418796643668964,2.249026150206394
1,136,veh,12.07634709521762,9.597262912185487,0.040521986410692386,2.2836597547813864
1,137,veh,12.229948562452025,9.606069764233517,0.04172424007618637,2.3186325299533728
1,138,veh,12.381030327518413,9.617222175112603,0.04396737207075626,2.3520758764417433
1,139,veh,12.531862206481945,9.633052875481567,0.04821281911099009,2.3850776939540586
1,140,veh,12.677641322665773,9.637375455885339,0.04706719134699496,2.415144427755208
1,141,veh,12.82609156088446,9.651176418333552,0.05018803044084519,2.4462368091907396
1,142,veh,12.980448662293464,9.664390361386996,0.05272865634978352,2.4796100256581264
1,143,veh,13.144399791405887,9.673887940382516,0.053194623037262335,2.516846169637733
1,144,veh,13.296011621131182,9.68682129575813,0.05542891376583168,2.5480311852832673
1,145,veh,13.449198961480985,9.692337404276524,0.054143361132872964,2.579346207492777
1,146,veh,13.606181060372343,9.698295006821876,0.05300920992075142,2.611995499755399
1,147,veh,13.769640024976987,9.706808289359408,0.05292331890432065,2.647248136177385
1,148,veh,13.939986383287623,9.711555898987228,0.051010271439702895,2.6851047969020083
1,149,veh,14.10460989220736,9.712387671210983,0.04761124527273973,2.7197106037028367
1,150,veh,14.269111418799572,9.71320997012893,0.04443173873940149,2.753792601463865
1,151,veh,14.432028617924582,9.714604848148047,0.04176576739935034,2.7866913392892263
