,timestamp,x,y
0,0.0,-1.64595,0.82238
1,0.02,-1.64784,0.81807
2,0.04,-1.64712,0.81785
3,0.06,-1.64648,0.8178
4,0.08,-1.64592,0.81788
5,0.1,-1.64544,0.81806
6,0.12,-1.64683,0.81843
7,0.14,-1.64802,0.81883
8,0.16,-1.64811,0.82004
9,0.18,-1.6491,0.82034
10,0.2,-1.64993,0.82064
11,0.22,-1.65271,0.81736
12,0.24,-1.65296,0.81813
13,0.26,-1.6531,0.81885
14,0.28,-1.65317,0.81951
15,0.3,-1.65317,0.82011
16,0.32,-1.65312,0.82064
17,0.34,-1.65123,0.82099
18,0.36,-1.65137,0.82141
19,0.38,-1.65147,0.82177
20,0.4,-1.65364,0.8185
21,0.42,-1.65161,0.81913
22,0.44,-1.65371,0.81626
23,0.46,-1.65341,0.81738
24,0.48,-1.65522,0.81483
25,0.5,-1.65323,0.81881
26,0.52,-1.65529,0.81248
27,0.54,-1.65285,0.81416
28,0.56,-1.64979,0.81648
29,0.58,-1.64894,0.81864
30,0.6,-1.64893,0.81954
31,0.62,-1.64717,0.82018
32,0.64,-1.64883,0.81189
33,0.66,-1.64859,0.81099
34,0.68,-1.65231,0.80688
35,0.7,-1.65342,0.80697
36,0.72,-1.65218,0.80436
37,0.74,-1.65537,0.8015
38,0.76,-1.65599,0.80271
39,0.78,-1.65826,0.80401
40,0.8,-1.65804,0.80878
41,0.82,-1.65896,0.81023
42,0.84,-1.65851,0.81424
43,0.86,-1.65712,0.81848
44,0.88,-1.65376,0.82563
45,0.9,-1.65258,0.82542
46,0.92,-1.65157,0.82507
47,0.94,-1.64802,0.82529
48,0.96,-1.645,0.82536
49,0.98,-1.64162,0.82438
50,1.0,-1.63882,0.82344
51,1.02,-1.63655,0.82255
52,1.04,-1.63296,0.82161
53,1.06,-1.63004,0.82075
54,1.08,-1.62773,0.81999
55,1.1,-1.62416,0.81921
56,1.12,-1.62309,0.81865
57,1.14,-1.62202,0.81547
58,1.16,-1.62133,0.81276
59,1.18,-1.62094,0.81048
60,1.2,-1.6187,0.81216
61,1.22,-1.61905,0.81014
62,1.24,-1.62094,0.80588
63,1.26,-1.62094,0.80219
64,1.28,-1.62174,0.79818
65,1.3,-1.62044,0.79846
66,1.32,-1.61823,0.80164
67,1.34,-1.61852,0.80098
68,1.36,-1.61888,0.80053
69,1.38,-1.61719,0.8038
70,1.4,-1.61582,0.80672
71,1.42,-1.61568,0.80847
72,1.44,-1.61357,0.81358
73,1.46,-1.61279,0.81716
74,1.48,-1.61223,0.82017
75,1.66,-1.61495,0.82072
76,1.68,-1.61741,0.81641
77,1.7,-1.62131,0.81283
78,1.72,-1.62461,0.80981
79,1.74,-1.62699,0.8046
80,1.76,-1.62929,0.80296
81,1.78,-1.63114,0.80172
82,1.8,-1.63258,0.80083
83,1.82,-1.63367,0.80022
84,1.84,-1.63654,0.79629
85,1.86,-1.63818,0.79405
86,1.88,-1.63941,0.79229
87,1.9,-1.63851,0.79086
88,1.92,-1.63937,0.78993
89,1.94,-1.63817,0.7892
90,1.96,-1.64022,0.78628
91,1.98,-1.64188,0.78393
92,2.0,-1.64319,0.78209
93,2.02,-1.64208,0.78426
94,2.04,-1.64169,0.78535
95,2.06,-1.63877,0.78729
96,2.08,-1.63656,0.79178
97,2.1,-1.63321,0.79832
98,2.12,-1.63137,0.79864
99,2.14,-1.63162,0.79896
100,2.16,-1.63009,0.79906
101,2.18,-1.62883,0.79909
102,2.2,-1.62959,0.79917
103,2.22,-1.63031,0.79919
104,2.24,-1.62956,0.80176
105,2.26,-1.62921,0.80413
106,2.28,-1.63011,0.8033
107,2.3,-1.62811,0.8077
108,2.32,-1.62782,0.80881
109,2.34,-1.62856,0.80886
110,2.36,-1.63009,0.80968
111,2.38,-1.63143,0.81029
112,2.4,-1.63494,0.80731
113,2.42,-1.63653,0.80726
114,2.44,-1.63785,0.80716
115,2.46,-1.64242,0.80085
116,2.48,-1.64487,0.79799
117,2.5,-1.65054,0.7913
118,2.52,-1.6569,0.78389
119,2.54,-1.6615,0.77864
120,2.56,-1.6652,0.77436
121,2.58,-1.66811,0.77095
122,2.6,-1.67031,0.7683
123,2.62,-1.67335,0.76373
124,2.64,-1.67423,0.76269
125,2.66,-1.67862,0.75871
126,2.68,-1.67999,0.75911
127,2.7,-1.67906,0.75964
128,2.72,-1.67979,0.76049
129,2.74,-1.68017,0.76145
130,2.76,-1.68028,0.76248
131,2.78,-1.68018,0.76352
132,2.8,-1.6799,0.76455
133,2.82,-1.67859,0.76634
134,2.84,-1.67824,0.76716
135,2.86,-1.67997,0.76438
136,2.88,-1.67779,0.76815
137,2.9,-1.67725,0.76887
138,2.92,-1.67794,0.76676
139,2.94,-1.67815,0.7686
140,2.96,-1.67828,0.77021
141,2.98,-1.67835,0.77159
142,3.0,-1.67835,0.77276
143,3.02,-1.67687,0.77632
144,3.04,-1.67557,0.77933
145,3.06,-1.67587,0.77925
146,3.08,-1.67827,0.77553
147,3.1,-1.67819,0.77577
148,3.12,-1.6781,0.77595
149,3.14,-1.67707,0.77685
150,3.16,-1.6717,0.7828
151,3.18,-1.67247,0.78186
152,3.2,-1.66994,0.78341
153,3.22,-1.66926,0.78207
154,3.24,-1.67267,0.77739
155,3.26,-1.67082,0.77753
156,3.28,-1.67017,0.77684
157,3.3,-1.67034,0.7753
158,3.32,-1.66984,0.77492
159,3.34,-1.66853,0.77542
160,3.36,-1.66745,0.77587
161,3.38,-1.66656,0.77627
162,3.4,-1.66587,0.77662
163,3.42,-1.66353,0.77681
164,3.44,-1.66339,0.77708
165,3.46,-1.66335,0.77731
166,3.48,-1.65983,0.78364
167,3.5,-1.65901,0.78552
168,3.52,-1.65984,0.78445
169,3.54,-1.66067,0.78344
170,3.56,-1.65965,0.78238
171,3.58,-1.66097,0.77787
172,3.6,-1.66218,0.77397
173,3.62,-1.66326,0.77065
174,3.64,-1.66208,0.7714
175,3.66,-1.65963,0.77473
176,3.68,-1.66043,0.7725
177,3.7,-1.65973,0.7732
178,3.72,-1.6613,0.77033
179,3.74,-1.66268,0.7679
180,3.76,-1.66389,0.7659
181,3.78,-1.66311,0.76415
182,3.8,-1.65938,0.76707
183,3.82,-1.65922,0.76538
184,3.84,-1.65912,0.76399
185,3.86,-1.65908,0.76289
186,3.88,-1.65907,0.76202
187,3.9,-1.6591,0.76138
188,3.92,-1.65702,0.76444
189,3.94,-1.65739,0.76363
190,3.96,-1.65775,0.76298
191,3.98,-1.65719,0.76327
192,4.0,-1.65552,0.7663
193,4.02,-1.65625,0.76541
194,4.04,-1.65692,0.76465
195,4.06,-1.65449,0.76833
196,4.08,-1.65242,0.77151
197,4.1,-1.6507,0.77422
198,4.12,-1.64929,0.77648
199,4.14,-1.64908,0.77753
200,4.16,-1.649,0.77833
201,4.18,-1.64901,0.77891
202,4.2,-1.64909,0.7793
203,4.22,-1.65136,0.776
204,4.24,-1.65428,0.77227
205,4.26,-1.65377,0.77336
206,4.28,-1.6522,0.77323
207,4.3,-1.65409,0.77065
