frame,id,x_c,y_c,x_1,y_1,x_2,y_2,type
128,1,7.297981002140089,6.64268399750302,7.53159646193641,6.651282581874111,7.06436554234378,6.63408541313194,veh
129,1,7.38387313386112,6.644710773935209,7.61805595863933,6.65336843760424,7.14969030908291,6.63605311026619,veh
130,1,7.46870871382725,6.6471098518052605,7.703654476435701,6.65591317650195,7.23376295121881,6.63830652710857,veh
131,1,7.54955745979133,6.65085718546376,7.78139621156309,6.65971717026299,7.31771870801956,6.641997200664519,veh
132,1,7.634849503729661,6.65386029822476,7.86669984217408,6.663350037781741,7.40299916528524,6.64437055866779,veh
133,1,7.711164804859691,6.65576929803931,7.94676451417977,6.665744531913151,7.4755650955396105,6.64579406416546,veh
134,1,7.799872625362071,6.65492321628331,8.03501039568881,6.665313915133799,7.56473485503533,6.644532517432821,veh
135,1,7.88390961619749,6.648330654194501,8.11898576070483,6.655491727199871,7.648833471690151,6.641169581189129,veh
136,1,7.96221094941631,6.660262635160309,8.19658972902108,6.6719223929817595,7.727832169811539,6.6486028773388695,veh
137,1,8.05174524345942,6.6575269071528895,8.28529143787194,6.66952917211107,7.818199049046889,6.64552464219471,veh
138,1,8.12472192762572,6.65896098071463,8.35738549769926,6.667022631035299,7.892058357552179,6.65089933039396,veh
139,1,8.20805900703711,6.66241699231779,8.44450989115611,6.670527408524469,7.97160812291811,6.654306576111111,veh
140,1,8.28744579502942,6.66754314002228,8.51931828821056,6.67600905062516,8.05557330184828,6.6590772294194105,veh
141,1,8.37955194842382,6.672925595112,8.61061261056265,6.681566579065441,8.148491286285,6.66428461115856,veh
142,1,8.46402388512508,6.679615434320691,8.69454901380029,6.688392275194171,8.23349875644987,6.670838593447209,veh
143,1,8.54275634442754,6.681865668011239,8.7783102163613,6.69083184275547,8.30720247249379,6.67289949326701,veh
144,1,8.62189981229409,6.68098049715079,8.85661524203624,6.689987670890571,8.38718438255195,6.6719733234110095,veh
145,1,8.70434268069384,6.68239139736722,8.93861679826649,6.69115321376407,8.47006856312119,6.67362958097037,veh
146,1,8.79486769891203,6.690956749633219,9.02851206172694,6.69898020213194,8.561223336097111,6.68293329713449,veh
147,1,8.86910261933307,6.6772810380958,9.102415170401391,6.684556449914839,8.63579006826475,6.67000562627675,veh
148,1,8.954817003856,6.689005350236321,9.18754436429218,6.695931251984611,8.722089643419809,6.68207944848804,veh
149,1,9.032884057100249,6.68534459830756,9.26480276964594,6.69177278243595,8.80096534455456,6.67891641417917,veh
150,1,9.11584030422688,6.68185751914256,9.35100048394249,6.6918081790842905,8.880680124511269,6.67190685920083,veh
151,1,9.192201315417169,6.6834774887710795,9.42687205370764,6.6895598552848305,8.95753057712669,6.67739512225733,veh
152,1,9.26629197539735,6.67615560293534,9.5006860341309,6.685657311143191,9.0318979166638,6.66665389472749,veh
153,1,9.34909517658407,6.680408039125969,9.583635405649579,6.68856671191437,9.114554947518561,6.67224936633757,veh
154,1,9.444282875600539,6.68793441063517,9.67939378012584,6.694863495535281,9.20917197107523,6.6810053257350495,veh
155,1,9.53348217474522,6.68691210959395,9.7686055572257,6.692806670149831,9.29835879226475,6.681017549038071,veh
156,1,9.61530012677801,6.69234422185219,9.850626976323358,6.69728141766415,9.37997327723266,6.687407026040231,veh
157,1,9.69737858795644,6.697033768451901,9.932887768438519,6.70595945350487,9.46186940747436,6.68810808339893,veh
158,1,9.767768770273038,6.694412379258161,9.99926183175624,6.6981238069640305,9.53627570878985,6.69070095155229,veh
159,1,9.846249760581061,6.69100780738855,10.0838348653596,6.69757044785017,9.608664655802551,6.6844451669269205,veh
160,1,9.926596077860529,6.69139589725947,10.1605753082478,6.69677949828385,9.69261684747326,6.68601229623509,veh
161,1,10.0071807495489,6.691206818040861,10.242890595922301,6.69493887257058,9.77147090317557,6.68747476351114,veh
162,1,10.082210184666302,6.69346914770836,10.3194303729192,6.7038504244294295,9.844989996413439,6.683087870987281,veh
163,1,10.150946146640699,6.69491531724705,10.3854728791425,6.70385602677665,9.916419414138991,6.68597460771744,veh
164,1,10.2277543269999,6.6971002326620805,10.459125410104999,6.70445267675537,9.99638324389475,6.689747788568781,veh
165,1,10.3044107346798,6.6949542790254295,10.541020012433801,6.70477965011119,10.0678014569259,6.68512890793967,veh
166,1,10.3768905925088,6.69989020157665,10.609931429737001,6.70782096069414,10.143849755280499,6.6919594424591695,veh
167,1,10.456458947481401,6.699093013032741,10.690069441560802,6.705652343016469,10.2228484534019,6.692533683049019,veh
168,1,10.5213611213936,6.696299733640269,10.7553332215208,6.700886273446809,10.287389021266499,6.69171319383373,veh
169,1,10.587831697874801,6.7023891030880405,10.822349008247098,6.70940642495684,10.353314387502401,6.69537178121924,veh
170,1,10.6638247367137,6.7006398974952806,10.899177560778,6.70540151065239,10.4284719126494,6.69587828433818,veh
171,1,10.7357963088587,6.68833090402692,10.971760043421801,6.69497961691398,10.4998325742955,6.681682191139849,veh
172,1,10.8025037118359,6.70523051173617,11.038965800649299,6.709660822450969,10.5660416230224,6.7008002010213605,veh
173,1,10.868981418577098,6.70212108170409,11.1060691877139,6.7082984334684,10.6318936494403,6.69594372993978,veh
174,1,10.937070309447801,6.708055749973,11.171313614110801,6.71236599220083,10.7028270047849,6.703745507745169,veh
175,1,11.004331326191,6.71859656626372,11.239262446301101,6.724640480303379,10.769400206080999,6.7125526522240495,veh
176,1,11.081729026268802,6.71742885884698,11.317980008453,6.72132923844538,10.845478044084599,6.71352847924857,veh
177,1,11.1457811713168,6.713856853191191,11.3793272384032,6.71956628163673,10.912235104230302,6.708147424745659,veh
178,1,11.216622342584401,6.7159798881346795,11.4507062350038,6.72352052016407,10.982538450165,6.708439256105289,veh
179,1,11.2778870652393,6.7172534035182,11.5090898232757,6.72664179152095,11.046684307202899,6.7078650155154405,veh
180,1,11.356771933851302,6.71625618571339,11.589454475509699,6.72293685744481,11.1240893921929,6.70957551398196,veh
181,1,11.4246127935316,6.7180120122619496,11.6584239535023,6.722280109559571,11.1908016335608,6.71374391496432,veh
182,1,11.4994744128846,6.71591253264199,11.7346999108757,6.7221107658823005,11.2642489148934,6.70971429940168,veh
183,1,11.5611020148479,6.72403810065137,11.7974232810244,6.732751151162209,11.3247807486713,6.715325050140541,veh
184,1,11.619818688127198,6.7189535885727905,11.8536733936149,6.725889294428709,11.385963982639401,6.7120178827168795,veh
185,1,11.690979957142698,6.71993501794453,11.926335837032699,6.72932047744761,11.455624077252601,6.7105495584414605,veh
186,1,11.7555627972635,6.72177055061488,11.992256110225698,6.72945060469435,11.5188694843012,6.7140904965354,veh
187,1,11.8307261794099,6.71179709930606,12.064705664449301,6.72265342960601,11.5967466943704,6.7009407690061105,veh
188,1,11.887747378699201,6.713193993654441,12.119516483108999,6.718819896196001,11.6559782742895,6.70756809111289,veh
189,1,11.953388807792098,6.718905077338929,12.1914908564275,6.72343801286868,11.7152867591567,6.7143721418091795,veh
190,1,12.0179130779193,6.71170758907664,12.254331875867901,6.71950847559953,11.781494279970698,6.70390670255376,veh
191,1,12.0873666496419,6.71715599907225,12.3220433722578,6.723897405340559,11.852689927026,6.710414592803941,veh
192,1,12.1435373107627,6.73333455922932,12.3805227097367,6.74351504273306,11.9065519117887,6.7231540757255805,veh
