7.000000e+00	1.000000e+00	-2.647565e+00	0.000000e+00	5.080180e+00	6.036399e-02	0.000000e+00	-1.131051e+00	
1.700000e+01	1.000000e+00	-2.623419e+00	0.000000e+00	4.627760e+00	6.036399e-02	0.000000e+00	-1.131051e+00	
2.700000e+01	1.000000e+00	-2.599274e+00	0.000000e+00	4.175339e+00	6.036399e-02	0.000000e+00	-1.131051e+00	
3.700000e+01	1.000000e+00	-2.575128e+00	0.000000e+00	3.722919e+00	6.036399e-02	0.000000e+00	-1.131051e+00	
4.700000e+01	1.000000e+00	-2.550982e+00	0.000000e+00	3.270498e+00	6.036399e-02	0.000000e+00	-1.131051e+00	
5.700000e+01	1.000000e+00	-2.543739e+00	0.000000e+00	2.813274e+00	1.810920e-02	0.000000e+00	-1.143062e+00	
6.700000e+01	1.000000e+00	-2.543739e+00	0.000000e+00	2.353990e+00	0.000000e+00	0.000000e+00	-1.148209e+00	
7.700000e+01	1.000000e+00	-2.543739e+00	0.000000e+00	1.894706e+00	0.000000e+00	0.000000e+00	-1.148209e+00	
8.700000e+01	1.000000e+00	-2.543739e+00	0.000000e+00	1.435422e+00	0.000000e+00	0.000000e+00	-1.148209e+00	
9.700000e+01	1.000000e+00	-2.543739e+00	0.000000e+00	9.761384e-01	0.000000e+00	0.000000e+00	-1.148209e+00	
1.070000e+02	1.000000e+00	-2.512139e+00	0.000000e+00	6.221016e-01	7.899810e-02	0.000000e+00	-8.850921e-01	
1.170000e+02	1.000000e+00	-2.466998e+00	0.000000e+00	3.131706e-01	1.128544e-01	0.000000e+00	-7.723275e-01	
1.270000e+02	1.000000e+00	-2.435193e+00	0.000000e+00	-2.166970e-02	7.951107e-02	0.000000e+00	-8.371007e-01	
1.370000e+02	1.000000e+00	-2.423395e+00	0.000000e+00	-3.953739e-01	2.949604e-02	0.000000e+00	-9.342604e-01	
1.470000e+02	1.000000e+00	-2.418675e+00	0.000000e+00	-7.969496e-01	1.179842e-02	0.000000e+00	-1.003939e+00	
1.570000e+02	1.000000e+00	-2.442272e+00	0.000000e+00	-1.310011e+00	-5.899208e-02	0.000000e+00	-1.282654e+00	
1.670000e+02	1.000000e+00	-2.465869e+00	0.000000e+00	-1.823073e+00	-5.899208e-02	0.000000e+00	-1.282654e+00	
1.770000e+02	1.000000e+00	-2.489466e+00	0.000000e+00	-2.336135e+00	-5.899208e-02	0.000000e+00	-1.282654e+00	
1.870000e+02	1.000000e+00	-2.538547e+00	0.000000e+00	-2.851791e+00	-1.227035e-01	0.000000e+00	-1.289141e+00	
1.970000e+02	1.000000e+00	-2.590460e+00	0.000000e+00	-3.367736e+00	-1.297826e-01	0.000000e+00	-1.289862e+00	
